"Sigla Provincia";"Denominazione Provincia";"Codice ISTAT Comune";"Denominazione Comune";"Gestore Edificio";"Edifici Attivo (SI-NO)";"Codice Edificio";"Codice Istituzione Scolastica";"Codice Plesso Scolastico";"Denominazione Plesso Scolastico";"Via Piazza";"Denominazione Strada";"Civico";"Tipologia Scuola";"Latitudine";"Longitudine";"Spazi Didattici";"Auditorium Aula Magna";"Mensa";"Palestra Piscina";"Spazi Amministrativi";"Proprietario Edificio"
"BL";"Belluno";"025016";"Cortina d`Ampezzo";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250163989";"BLIS003003";"BLSD00301X";"ISA - Cortina d`Ampezzo";"Via";"B.U. DELLA DIFESA";"116";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025016";"Cortina d`Ampezzo";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250163989";"BLIS003003";"BLTD00302A";"ITC - Cortina d`Ampezzo";"Via";"B.U. DELLA DIFESA";"116";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025016";"Cortina d`Ampezzo";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250163990";"BLIS003003";"BLRH003017";"IPSAR - Cortina d`Ampezzo";"Via";"DEI CAMPI";"2";"SECONDARIA SECONDO GRADO";;;"1";"1";"0";"0";"1";"Comune"
"BL";"Belluno";"025016";"Cortina d`Ampezzo";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250163990";"BLIS003003";"BLSD00301X";"ISA - Cortina d`Ampezzo";"Via";"DEI CAMPI";"2";"SECONDARIA SECONDO GRADO";;;"1";"1";"0";"0";"1";"Comune"
"BL";"Belluno";"025016";"Cortina d`Ampezzo";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250163994";"BLIC81800L";"BLIC81800L";"IC - Cortina d`Ampezzo";"Via";"DEL PARGO";"13";"ISTITUTO COMPRENSIVO";;;"1";"0";"0";"0";"0";"Provincia"
"BL";"Belluno";"025016";"Cortina d`Ampezzo";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250163994";"BLIC81800L";"BLMM81801N";"Sec. I - Renato Zardini";"Via";"DEL PARGO";"13";"SECONDARIA PRIMO GRADO";;;"1";"0";"0";"0";"0";"Provincia"
"BL";"Belluno";"025016";"Cortina d`Ampezzo";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250163994";"BLIS003003";"BLPS00301D";"LS - Cortina d`Ampezzo";"Via";"DEL PARGO";"13";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Provincia"
"BL";"Belluno";"025016";"Cortina d`Ampezzo";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250163994";"BLIS003003";"BLTD00302A";"ITC - Cortina d`Ampezzo";"Via";"DEL PARGO";"13";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Provincia"
"BL";"Belluno";"025017";"Danta di Cadore";"COMUNE";"SI";"0250170963";"BLIC82500Q";"BLAA82506T";"Infanzia - Di Danta";"Via";"Roma";"21";"INFANZIA";"46.567161";"12.520621";"1";"0";"1";"1";"0";"Comune"
"BL";"Belluno";"025017";"Danta di Cadore";"COMUNE";"SI";"0250170963";"BLIC82500Q";"BLEE825063";"Primaria - Antonio Doriguzzi Rossin";"Via";"Roma";"21";"PRIMARIA";"46.567161";"12.520621";"1";"0";"1";"1";"0";"Comune"
"BL";"Belluno";"025018";"Domegge di Cadore";"COMUNE";"NO";"0250180965";;;;"Via";"IV Novembre";"15";;;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025018";"Domegge di Cadore";"COMUNE";"NO";"0250180966";;;;"Via";"Vittorio Veneto";"30";;;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025018";"Domegge di Cadore";"COMUNE";"SI";"0250180960";"BLIC808002";"BLIC808002";"IC - Domegge di Cadore";"Via";"G. GARIBALDI";"5";"ISTITUTO COMPRENSIVO";"46.459946";"12.413349";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025018";"Domegge di Cadore";"COMUNE";"SI";"0250180961";"BLIC808002";"BLEE808025";"Primaria - Domegge di Cadore";"Via";"Garibaldi";"7";"PRIMARIA";"46.460135";"12.413993";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025018";"Domegge di Cadore";"COMUNE";"SI";"0250180962";"BLIC808002";"BLMM808013";"Sec. I - Domegge di Cadore";"Via";"Garibaldi";"9";"SECONDARIA PRIMO GRADO";"46.460292";"12.415082";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025019";"Falcade";"COMUNE";"NO";"0250191693";;;;"Via";"Garibaldi";"19";;;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025019";"Falcade";"COMUNE";"SI";"0250191692";"BLIC82600G";"BLAA82603E";"Infanzia - Falcade";"Via";"FERRUCCIO SERAFINI MEDAGLIA D`ORO";"49";"INFANZIA";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025019";"Falcade";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250191691";"BLIC82600G";"BLEE82603Q";"Primaria - Falcade";"Via";"MARMOLADA";"37";"PRIMARIA";;;"1";"0";"1";"1";"0";"Comune"
"BL";"Belluno";"025019";"Falcade";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250193982";"BLIS00600E";"BLRH00601P";"IPSAR - Falcade";"Via";"Trieste";"14 AULE";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025019";"Falcade";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250193982";"BLIS00600E";"BLTD00601R";"ITC - Falcade";"Via";"Trieste";"14 AULE";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025019";"Falcade";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250193982";"BLIS00600E";"BLVC01000Q";"Convitto - Falcade";"Via";"Trieste";"14 AULE";"CONVITTO/EDUCANDATO";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025019";"Falcade";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250193983";"BLIS00600E";"BLRH00601P";"IPSAR - Falcade";"Via";"Trieste";"14 SEDE2";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025019";"Falcade";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250193983";"BLIS00600E";"BLVC01000Q";"Convitto - Falcade";"Via";"Trieste";"14 SEDE2";"CONVITTO/EDUCANDATO";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025019";"Falcade";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250193984";"BLIS00600E";"BLRH00601P";"IPSAR - Falcade";"Via";"Trieste";"14-CONV.";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";
"BL";"Belluno";"025019";"Falcade";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250193984";"BLIS00600E";"BLTD00601R";"ITC - Falcade";"Via";"Trieste";"14-CONV.";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";
"BL";"Belluno";"025019";"Falcade";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250193984";"BLIS00600E";"BLVC01000Q";"Convitto - Falcade";"Via";"Trieste";"14-CONV.";"CONVITTO/EDUCANDATO";;;"1";"0";"0";"0";"0";
"BL";"Belluno";"025021";"Feltre";"COMUNE";"SI";"0250212030";"BLIC83300P";"BLIC83300P";"IC - Feltre";"Via";"Fusinato";"14";"ISTITUTO COMPRENSIVO";;;"1";"1";"0";"0";"1";"Comune"
"BL";"Belluno";"025021";"Feltre";"COMUNE";"SI";"0250212030";"BLIC83300P";"BLMM83301Q";"Sec. I - Gino Rocca";"Via";"Fusinato";"14";"SECONDARIA PRIMO GRADO";;;"1";"1";"0";"0";"1";"Comune"
"BL";"Belluno";"025021";"Feltre";"COMUNE";"SI";"0250212036";"BLIC83300P";"BLMM83301Q";"Sec. I - Gino Rocca";"Via";"Fusinato";"14";"SECONDARIA PRIMO GRADO";;;"0";"0";"0";"1";"0";"Comune"
"BL";"Belluno";"025021";"Feltre";"COMUNE";"SI";"0250212046";"BLIC83300P";"BLAA83304P";"Infanzia - Pasquer";"Via";"Cismon";"n.c.";"INFANZIA";;;"1";"0";"1";"0";"1";"Comune"
"BL";"Belluno";"025021";"Feltre";"COMUNE";"SI";"0250212048";"BLIC83300P";"BLEE83302T";"Primaria - Farra";"Via";"Boscariz";"1";"PRIMARIA";;;"1";"0";"0";"1";"0";"Comune"
"BL";"Belluno";"025021";"Feltre";"COMUNE";"SI";"0250212052";"BLIC83300P";"BLEE83301R";"Primaria - Vittorino da Feltre";"Via";"C. Castaldi";"4";"PRIMARIA";;;"0";"0";"0";"1";"0";"Comune"
"BL";"Belluno";"025021";"Feltre";"COMUNE";"SI";"0250212054";"BLIC83300P";"BLEE83301R";"Primaria - Vittorino da Feltre";"Via";"C. Castaldi";"4";"PRIMARIA";;;"1";"1";"1";"0";"1";"Comune"
"BL";"Belluno";"025021";"Feltre";"COMUNE";"SI";"0250212057";"BLIC83300P";"BLAA83306R";"Infanzia - Vellai";"Via";"Vellai";"1";"INFANZIA";;;"1";"0";"1";"0";"0";"Comune"
"BL";"Belluno";"025021";"Feltre";"COMUNE";"SI";"0250212058";"BLIC83300P";"BLAA83305Q";"Infanzia - Tomo";"Via";"Crosere";"12";"INFANZIA";"46.004623";"11.895237";"1";"0";"1";"0";"0";"Comune"
"BL";"Belluno";"025021";"Feltre";"COMUNE";"SI";"0250212060";"BLIC83300P";"BLAA83301G";"Infanzia - Vignui";"Via";"Vignui";"1";"INFANZIA";;;"1";"0";"1";"0";"0";"Comune"
"BL";"Belluno";"025021";"Feltre";"COMUNE";"SI";"0250212061";"BLIC83300P";"BLAA83303N";"Infanzia - Mugnai";"Via";"scuole";"53";"INFANZIA";;;"1";"1";"1";"0";"0";"Comune"
"BL";"Belluno";"025021";"Feltre";"COMUNE";"SI";"0250212061";"BLIC83300P";"BLEE833051";"Primaria - Mugnai";"Via";"scuole";"53";"PRIMARIA";;;"1";"1";"1";"0";"0";"Comune"
"BL";"Belluno";"025021";"Feltre";"COMUNE";"SI";"0250212066";"BLIC807006";"BLEE80705C";"Primaria - Nemeggio";"Via";"Nemeggio";"1";"PRIMARIA";;;"1";"0";"0";"1";"0";"Comune"
"BL";"Belluno";"025021";"Feltre";"COMUNE";"SI";"0250212067";"BLIC83300P";"BLAA83302L";"Infanzia - Anzu`";"Via";"Anz�";"1";"INFANZIA";;;"1";"0";"1";"0";"0";"Comune"
"BL";"Belluno";"025021";"Feltre";"COMUNE";"SI";"0250212068";"BLIC83300P";"BLEE83304X";"Primaria - Foen";"Via";"Vallina";"1";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025021";"Feltre";"COMUNE";"SI";"0250212069";"BLIC807006";"BLAA807024";"Infanzia - Villabruna";"Via";"Don A. Scopel";"9";"INFANZIA";;;"1";"0";"1";"0";"0";"Comune"
"BL";"Belluno";"025021";"Feltre";"COMUNE";"SI";"0250212071";"BLIC807006";"BLEE80706D";"Primaria - Villabruna";"Via";"San Martino";"2";"PRIMARIA";;;"1";"0";"0";"1";"0";"Comune"
"BL";"Belluno";"025021";"Feltre";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250213971";"BLPS020006";"BLPS020006";"LS - Giorgio Dal Paz";"Via";"COLOMBO";"18";"SECONDARIA SECONDO GRADO";;;"0";"0";"0";"1";"0";"Provincia"
"BL";"Belluno";"025021";"Feltre";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250213972";"BLPS020006";"BLPS020006";"LS - Giorgio Dal Paz";"Via";"TOFANA PRIMA";"8";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025021";"Feltre";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250213973";"BLIS008006";"BLRI00801T";"IPIA - C. Rizzarda";"Via";"MARTIRI DELLA LIBERTA`";"5";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Provincia"
"BL";"Belluno";"025021";"Feltre";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250213974";"BLIS008006";"BLTD00801C";"ITC - Andrea Colotti";"Via";"MAZZINI";"12";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Provincia"
"BL";"Belluno";"025021";"Feltre";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250213975";"BLIS008006";"BLTL008518";"ITG - Egidio Forcellini (serale)";"Via";"COLOMBO";"18";"SECONDARIA SECONDO GRADO";;;"1";"1";"0";"0";"1";"Provincia"
"BL";"Belluno";"025021";"Feltre";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250213975";"BLPS020006";"BLPS020006";"LS - Giorgio Dal Paz";"Via";"COLOMBO";"18";"SECONDARIA SECONDO GRADO";;;"1";"1";"0";"0";"1";"Provincia"
"BL";"Belluno";"025021";"Feltre";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250213976";"BLIS008006";"BLTF00801P";"ITI - Luigi Negrelli";"Via";"COLOMBO";"11";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Provincia"
"BL";"Belluno";"025021";"Feltre";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250213977";"BLIS008006";"BLTF00801P";"ITI - Luigi Negrelli";"Via";"COLOMBO";"11";"SECONDARIA SECONDO GRADO";;;"0";"0";"0";"1";"0";"Provincia"
"BL";"Belluno";"025021";"Feltre";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250213978";"BLIS009002";"BLIS009002";"IIS - Antonio Della Lucia";"Via";"Vellai";"41";"SECONDARIA SECONDO GRADO";;;"1";"0";"1";"1";"1";"Provincia"
"BL";"Belluno";"025021";"Feltre";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250213978";"BLIS009002";"BLRA009012";"IPAA - Antonio Della Lucia";"Via";"Vellai";"41";"SECONDARIA SECONDO GRADO";;;"1";"0";"1";"1";"1";"Provincia"
"BL";"Belluno";"025021";"Feltre";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250213978";"BLIS009002";"BLTA00901T";"ITA - Antonio Della Lucia";"Via";"Vellai";"41";"SECONDARIA SECONDO GRADO";;;"1";"0";"1";"1";"1";"Provincia"
"BL";"Belluno";"025021";"Feltre";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250213978";"BLIS009002";"BLVC02000A";"Convitto - Feltre";"Via";"Vellai";"41";"CONVITTO/EDUCANDATO";;;"1";"0";"1";"1";"1";"Provincia"
"BL";"Belluno";"025021";"Feltre";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250213980";"BLIS008006";"BLIS008006";"IIS - Luigi Negrelli";"Via";"COLOMBO";"11";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Provincia"
"BL";"Belluno";"025021";"Feltre";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250213980";"BLIS008006";"BLTF00801P";"ITI - Luigi Negrelli";"Via";"COLOMBO";"11";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Provincia"
"BL";"Belluno";"025021";"Feltre";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250213992";"BLPS020006";"BLPS020006";"LS - Giorgio Dal Paz";"Via";"MAZZINI";"12";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Provincia"
"BL";"Belluno";"025022";"Fonzaso";"COMUNE";"SI";"0250223424";"BLIC82000L";"BLIC82000L";"IC - Fonzaso";"Via";"Dante";"11";"ISTITUTO COMPRENSIVO";;;"1";"1";"0";"1";"0";"Comune"
"BL";"Belluno";"025022";"Fonzaso";"COMUNE";"SI";"0250223424";"BLIC82000L";"BLMM82002P";"Sec. I - Pasquale Sebben";"Via";"Dante";"11";"SECONDARIA PRIMO GRADO";;;"1";"1";"0";"1";"0";"Comune"
"BL";"Belluno";"025022";"Fonzaso";"COMUNE";"SI";"0250223425";"BLIC82000L";"BLEE82001P";"Primaria - Fonzaso";"Via";"canossiane";"2";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025022";"Fonzaso";"COMUNE";"SI";"0250223426";"BLIC82000L";"BLEE82002Q";"Primaria - Arten";"Via";"G. TOIGO";"1";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025022";"Fonzaso";"COMUNE";"SI";"0250223427";"BLIC82000L";"BLAA82002E";"Infanzia - Arten";"Piazza";"ITALIA";"1";"INFANZIA";;;"1";"0";"1";"0";"0";"Comune"
"BL";"Belluno";"025023";"Canale d`Agordo";"COMUNE";"SI";"0250230738";"BLIC82600G";"BLEE82602P";"Primaria - Canale d`Agordo";"Via";"Roma";"22";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025023";"Canale d`Agordo";"COMUNE";"SI";"0250230739";"BLIC82600G";"BLMM82602N";"Sec. I - Canale d`Agordo";"Via";"Rividella";"3";"SECONDARIA PRIMO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025025";"Gosaldo";"COMUNE";"SI";"0250250723";"BLIC828007";"BLEE82802A";"Primaria - Gosaldo";"Via";"Don";"9";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025025";"Gosaldo";"COMUNE";"SI";"0250250724";"BLIC828007";"BLEE82802A";"Primaria - Gosaldo";"Via";"Don";"9";"PRIMARIA";"46.221068";"11.956601";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025025";"Gosaldo";"COMUNE";"SI";"0250250725";"BLIC828007";"BLAA828014";"Infanzia - Paolo VI";"Via";"Municipio";"2";"INFANZIA";"46.221069";"11.955778";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025026";"Lamon";"COMUNE";"SI";"0250263429";"BLIC82000L";"BLMM82003Q";"Sec. I - Monsignor F. Fiorenza";"Via";"FERD";"54";"SECONDARIA PRIMO GRADO";"46.040528";"11.747411";"0";"0";"0";"1";"0";"Comune"
"BL";"Belluno";"025026";"Lamon";"COMUNE";"SI";"0250263430";"BLIC82000L";"BLEE82004T";"Primaria - Lamon";"Via";"L.PAGANINI";"58";"PRIMARIA";"46.04442";"11.750323";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025026";"Lamon";"COMUNE";"SI";"0250263430";"BLIC82000L";"BLMM82003Q";"Sec. I - Monsignor F. Fiorenza";"Via";"L.PAGANINI";"58";"SECONDARIA PRIMO GRADO";"46.04442";"11.750323";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025026";"Lamon";"COMUNE";"SI";"0250263431";"BLIC82000L";"BLAA82005N";"Infanzia - Lamon";"Via";"RUGNA";"31";"INFANZIA";"46.039518";"11.741061";"1";"0";"1";"0";"0";"Comune"
"BL";"Belluno";"025027";"La Valle Agordina";"COMUNE";"SI";"0250270742";"BLIC828007";"BLEE82803B";"Primaria - Don Giacomo Mezzacasa";"Via";"Chiesa";"72";"PRIMARIA";"46.283220";"12.069924";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025029";"Limana";"COMUNE";"NO";"0250291171";;;;"Via";"Roma";"211";;;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025029";"Limana";"COMUNE";"SI";"0250290699";"BLIC816001";"BLAA81602V";"Infanzia - Limana";"Via";"Coi";"1";"INFANZIA";"46.101737";"12.200866";"1";"0";"1";"0";"0";"Comune"
"BL";"Belluno";"025029";"Limana";"COMUNE";"SI";"0250290700";"BLIC816001";"BLEE816035";"Primaria - Giuseppina Cibien";"Via";"Ruggero Fiabane";"1";"PRIMARIA";"46.101537";"12.189898";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025029";"Limana";"COMUNE";"SI";"0250290701";"BLIC816001";"BLEE816035";"Primaria - Giuseppina Cibien";"Via";"Ruggero Fiabane";"3";"PRIMARIA";"46.101514";"12.188913";"0";"0";"0";"1";"0";"Comune"
"BL";"Belluno";"025029";"Limana";"COMUNE";"SI";"0250290702";"BLIC816001";"BLMM816023";"Sec. I - Dino Buzzati";"Via";"Tofane";"1";"SECONDARIA PRIMO GRADO";"46.100666";"12.187078";"0";"0";"0";"1";"0";"Comune"
"BL";"Belluno";"025029";"Limana";"COMUNE";"SI";"0250290703";"BLIC816001";"BLMM816023";"Sec. I - Dino Buzzati";"Via";"Tofane";"1";"SECONDARIA PRIMO GRADO";"46.100398";"12.186799";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025030";"Livinallongo del Col di Lana";"COMUNE";"SI";"0250301705";"BLIC82700B";"BLMM82702D";"Sec. I - Pieve di Livinallongo";"Via";"Altro";"120";"SECONDARIA PRIMO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025030";"Livinallongo del Col di Lana";"COMUNE";"SI";"0250301706";"BLIC82700B";"BLMM82702D";"Sec. I - Pieve di Livinallongo";"Via";"Altro";"120";"SECONDARIA PRIMO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025030";"Livinallongo del Col di Lana";"COMUNE";"SI";"0250301707";"BLIC82700B";"BLAA82704B";"Infanzia - Arabba Livinallongo";"Via";"Mesoi";"34";"INFANZIA";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025030";"Livinallongo del Col di Lana";"COMUNE";"SI";"0250301708";"BLIC82700B";"BLMM82702D";"Sec. I - Pieve di Livinallongo";"Via";"n.c.";"23/23";"SECONDARIA PRIMO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025032";"Lorenzago di Cadore";"COMUNE";"SI";"0250320922";"BLIC810002";"BLMM810035";"Sec. I - Giuseppe Cadorin";"Viale";"Della Vittoria";"181";"SECONDARIA PRIMO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025032";"Lorenzago di Cadore";"COMUNE";"SI";"0250320924";"BLIC810002";"BLMM810035";"Sec. I - Giuseppe Cadorin";"Viale";"Della Vittoria";"131";"SECONDARIA PRIMO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025033";"Lozzo di Cadore";"COMUNE";"SI";"0250330926";"BLIC810002";"BLMM810024";"Sec. I - Lozzo di Cadore";"Via";"Dante Alighieri";"21";"SECONDARIA PRIMO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025033";"Lozzo di Cadore";"COMUNE";"SI";"0250330927";"BLIC810002";"BLEE810025";"Primaria - Lozzo di Cadore";"Via";"Dante Alighieri";"20";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025033";"Lozzo di Cadore";"COMUNE";"SI";"0250330928";"BLIC810002";"BLEE810025";"Primaria - Lozzo di Cadore";"Via";"MARMAROLE";"436";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025033";"Lozzo di Cadore";"COMUNE";"SI";"0250330930";"BLIC810002";"BLMM810024";"Sec. I - Lozzo di Cadore";"Via";"Dante";"21";"SECONDARIA PRIMO GRADO";;;"1";"0";"0";"1";"0";"Comune"
"BL";"Belluno";"025036";"Pedavena";"COMUNE";"SI";"0250362555";"BLIC814009";"BLMM81401A";"Sec. I - Francesco Berton";"Via";"Dante";"1";"SECONDARIA PRIMO GRADO";"46.038702";"11.875958";"0";"0";"0";"1";"0";"Comune"
"BL";"Belluno";"025036";"Pedavena";"COMUNE";"SI";"0250362561";"BLIC814009";"BLIC814009";"IC - Francesco Berton";"Via";"Foscolo";"5";"ISTITUTO COMPRENSIVO";"46.039149";"11.876266";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025036";"Pedavena";"COMUNE";"SI";"0250362561";"BLIC814009";"BLMM81401A";"Sec. I - Francesco Berton";"Via";"Foscolo";"5";"SECONDARIA PRIMO GRADO";"46.039149";"11.876266";"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025036";"Pedavena";"COMUNE";"SI";"0250362572";"BLIC814009";"BLAA814016";"Infanzia - Anna Rech";"Via";"Foscolo";"3/b";"INFANZIA";;;"1";"0";"1";"0";"0";"Comune"
"BL";"Belluno";"025036";"Pedavena";"COMUNE";"SI";"0250362583";"BLIC814009";"BLEE81401B";"Primaria - Anna Rech";"Via";"Ugo Foscolo";"3/a";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025039";"Pieve di Cadore";"COMUNE";"NO";"0250391723";;;;"Piazzale";"Martiri della Libert�";"5";;;;"0";"0";"0";"1";"0";"Comune"
"BL";"Belluno";"025039";"Pieve di Cadore";"COMUNE";"SI";"0250391724";"BLIC82400X";"BLCT700008";"CTP - Pieve di Cadore";"Via";"Martiri della Libert�";"3";"CPIA - CENTRO TERRITORIALE";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025039";"Pieve di Cadore";"COMUNE";"SI";"0250391724";"BLIC82400X";"BLIC82400X";"IC - Pieve di Cadore";"Via";"Martiri della Libert�";"3";"ISTITUTO COMPRENSIVO";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025039";"Pieve di Cadore";"COMUNE";"SI";"0250391724";"BLIC82400X";"BLMM824011";"Sec. I - Tiziano";"Via";"Martiri della Libert�";"3";"SECONDARIA PRIMO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025039";"Pieve di Cadore";"COMUNE";"SI";"0250391725";"BLIC82400X";"BLAA82401R";"Infanzia - Pieve di Cadore";"Via";"Nazionale";"41";"INFANZIA";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025039";"Pieve di Cadore";"COMUNE";"SI";"0250391727";"BLIC82400X";"BLEE824012";"Primaria - Pieve di Cadore";"Piazza";"Martiri della Libert�";"7";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025039";"Pieve di Cadore";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250393993";"BLIS00100B";"BLRI001013";"IPIA - Ottica";"Via";"DEGLI ALPINI";"59";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025039";"Pieve di Cadore";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250393993";"BLIS00100B";"BLTF00101X";"ITI - Pieve di Cadore";"Via";"DEGLI ALPINI";"59";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025039";"Pieve di Cadore";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250393995";"BLIS00100B";"BLIS00100B";"IIS - Enrico Fermi";"Via";"VALCALDA";"1";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"1";"Provincia"
"BL";"Belluno";"025039";"Pieve di Cadore";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0250393995";"BLIS00100B";"BLPS00101T";"LS - Enrico Fermi";"Via";"VALCALDA";"1";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"1";"Provincia"
"BL";"Belluno";"025040";"Ponte nelle Alpi";"COMUNE";"SI";"0250402530";"BLIC823004";"BLEE823038";"Primaria - Oltrerai";"Via";"I novembre";"26";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"BL";"Belluno";"025040";"Ponte nelle Alpi";"COMUNE";"SI";"0250402531";"BLIC823004";"BLEE823016";"Primaria - Polpet";"Via";"Mangiarotti";"3/A";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
