"Sigla Provincia";"Denominazione Provincia";"Codice ISTAT Comune";"Denominazione Comune";"Gestore Edificio";"Edifici Attivo (SI-NO)";"Codice Edificio";"Codice Istituzione Scolastica";"Codice Plesso Scolastico";"Denominazione Plesso Scolastico";"Via Piazza";"Denominazione Strada";"Civico";"Tipologia Scuola";"Latitudine";"Longitudine";"Spazi Didattici";"Auditorium Aula Magna";"Mensa";"Palestra Piscina";"Spazi Amministrativi";"Proprietario Edificio"
"VE";"Venezia";"027029";"Portogruaro";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0270293853";"VEPC050007";"VEPC050007";"LC - XXV Aprile";"Piazza";"MARCONI";"10";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027029";"Portogruaro";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0270293853";"VEPM030006";"VEPM030006";"IM - Marco Belli";"Piazza";"MARCONI";"10";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027029";"Portogruaro";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0270293856";"VEIS013002";"VERI01301N";"IPIA - Monsignor Vittorio D`Alessi";"Via";"MARCO BELLI";"25";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027029";"Portogruaro";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0270293857";"VEIS012006";"VERC012015";"IPSCT - Luigi Einaudi";"Via";"Galileo Galilei";"5";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Provincia"
"VE";"Venezia";"027029";"Portogruaro";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0270293857";"VEIS012006";"VETD01201C";"ITC - Gino Luzzatto";"Via";"Galileo Galilei";"5";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Provincia"
"VE";"Venezia";"027029";"Portogruaro";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0270293880";"VEPC050007";"VEPC050007";"LC - XXV Aprile";"Via";"MARTIRI DELLA LIBERTA`";"4";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Provincia"
"VE";"Venezia";"027029";"Portogruaro";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0270293881";"VEPC050007";"VEPC050007";"LC - XXV Aprile";"Via";"MARTIRI DELLA LIBERTA`";"12";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Provincia"
"VE";"Venezia";"027030";"Pramaggiore";"COMUNE";"SI";"0270301545";"VEIC825004";"VEMM825026";"Sec. I - Marco Polo";"Via";"Leopardi";"60";"SECONDARIA PRIMO GRADO";"45.815472";"12.731432";"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027030";"Pramaggiore";"COMUNE";"SI";"0270301546";"VEIC825004";"VEEE825049";"Primaria - Guglielmo Marconi";"Via";"Leopardi";"56";"PRIMARIA";"45.815233";"12.732138";"1";"0";"0";"1";"0";"Comune"
"VE";"Venezia";"027030";"Pramaggiore";"COMUNE";"SI";"0270301548";"VEIC825004";"VEEE825049";"Primaria - Guglielmo Marconi";"Via";"Leopardi";"56";"PRIMARIA";"45.815537";"12.731853";"0";"0";"1";"0";"0";"Comune"
"VE";"Venezia";"027030";"Pramaggiore";"COMUNE";"SI";"0270301549";"VEIC825004";"VEMM825026";"Sec. I - Marco Polo";"Via";"Leopardi";"62";"SECONDARIA PRIMO GRADO";"45.816175";"12.731845";"0";"0";"0";"1";"0";"Comune"
"VE";"Venezia";"027030";"Pramaggiore";"COMUNE";"SI";"0270301550";"VEIC825004";"VEAA825033";"Infanzia - Pramaggiore";"Via";"Leopardi";"66";"INFANZIA";"45.816036";"12.730502";"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027031";"Quarto d`Altino";"COMUNE";"SI";"0270312301";"VEIC82200L";"VEAA82201D";"Infanzia - Peter Pan";"Via";"F.lli Grigoletto e Pasqualato";"0";"INFANZIA";"45.579768";"12.367114";"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027031";"Quarto d`Altino";"COMUNE";"SI";"0270312302";"VEIC82200L";"VEIC82200L";"IC - Angelo Giuseppe Roncalli";"Via";"Roma";"21";"ISTITUTO COMPRENSIVO";"45.580577";"12.367556";"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027031";"Quarto d`Altino";"COMUNE";"SI";"0270312302";"VEIC82200L";"VEMM82201N";"Sec. I - Angelo Giuseppe Roncalli";"Via";"Roma";"21";"SECONDARIA PRIMO GRADO";"45.580577";"12.367556";"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027031";"Quarto d`Altino";"COMUNE";"SI";"0270312303";"VEIC82200L";"VEEE82202Q";"Primaria - Leonardo Da Vinci";"Via";"F.lli Grigoletto e Pasqualato";"0";"PRIMARIA";"45.579933";"12.366186";"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027031";"Quarto d`Altino";"COMUNE";"SI";"0270312304";"VEIC82200L";"VEEE82201P";"Primaria - Amerigo Vespucci";"Via";"Trieste";"52";"PRIMARIA";"45.559844";"12.435032";"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027031";"Quarto d`Altino";"COMUNE";"SI";"0270312305";"VEIC82200L";"VEEE82201P";"Primaria - Amerigo Vespucci";"Via";"Trieste";"52";"PRIMARIA";"45.560009";"12.435239";"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027032";"Salzano";"COMUNE";"SI";"0270322292";"VEIC80700E";"VEEE80701L";"Primaria - San Pio X";"Via";"Rossini";"10/A";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027032";"Salzano";"COMUNE";"SI";"0270322292";"VEIC80700E";"VEMM80701G";"Sec. I - Dante Alighieri";"Via";"Rossini";"10/A";"SECONDARIA PRIMO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027032";"Salzano";"COMUNE";"SI";"0270322293";"VEIC80700E";"VEEE80701L";"Primaria - San Pio X";"Via";"Rossini";"10/A";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027032";"Salzano";"COMUNE";"SI";"0270322293";"VEIC80700E";"VEMM80701G";"Sec. I - Dante Alighieri";"Via";"Rossini";"10/A";"SECONDARIA PRIMO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027032";"Salzano";"COMUNE";"SI";"0270322295";"VEIC80700E";"VEEE80703P";"Primaria - San Giovanni Bosco";"Via";"Monte Grappa";"7";"PRIMARIA";"45.522712";"12.108439";"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027032";"Salzano";"COMUNE";"SI";"0270322297";"VEIC80700E";"VEEE80703P";"Primaria - San Giovanni Bosco";"Via";"Monte Grappa";"7";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027032";"Salzano";"COMUNE";"SI";"0270322298";"VEIC80700E";"VEIC80700E";"IC - Dante Alighieri";"Via";"Meucci";"2";"ISTITUTO COMPRENSIVO";"45.523530";"12.101606";"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027032";"Salzano";"COMUNE";"SI";"0270322298";"VEIC80700E";"VEMM80701G";"Sec. I - Dante Alighieri";"Via";"Meucci";"2";"SECONDARIA PRIMO GRADO";"45.523530";"12.101606";"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027032";"Salzano";"COMUNE";"SI";"0270322300";"VEIC80700E";"VEAA80702C";"Infanzia - Il Girotondo";"Via";"FRUSTA";"180";"INFANZIA";"45.536228";"12.084521";"1";"0";"0";"0";"0";"Provincia"
"VE";"Venezia";"027033";"San Dona` di Piave";"COMUNE";"SI";"0270331490";"VEIC824008";"VEIC824008";"IC - Romolo Onor";"Via";"Nazario Sauro";"11";"ISTITUTO COMPRENSIVO";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027033";"San Dona` di Piave";"COMUNE";"SI";"0270331491";"VEIC809006";"VEIC809006";"IC - Ippolito Nievo";"Viale";"Libert�";"20";"ISTITUTO COMPRENSIVO";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027033";"San Dona` di Piave";"COMUNE";"SI";"0270331492";"VEIC809006";"VEIC809006";"IC - Ippolito Nievo";"Viale";"LIBERTA`";"20";"ISTITUTO COMPRENSIVO";;;"1";"0";"0";"1";"0";"Comune"
"VE";"Venezia";"027033";"San Dona` di Piave";"COMUNE";"SI";"0270331493";"VEIC824008";"VEAA824015";"Infanzia - Ippolito Nievo";"Via";"Nazario Sauro";"11";"INFANZIA";;;"1";"0";"0";"1";"0";"Comune"
"VE";"Venezia";"027033";"San Dona` di Piave";"COMUNE";"SI";"0270331494";"VEIC82800G";"VEIC82800G";"IC - Lucia Shiavinato";"Via";"REPUBBLICA";"74";"ISTITUTO COMPRENSIVO";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027033";"San Dona` di Piave";"COMUNE";"SI";"0270331496";"VEIC824008";"VEEE82402B";"Primaria - Forte 48";"Via";"CARROZZANI";"29";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027033";"San Dona` di Piave";"COMUNE";"SI";"0270331497";"VEIC82800G";"VEAA82801C";"Infanzia - Gianni Rodari";"Via";"BORTOLAZZI";"78";"INFANZIA";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027033";"San Dona` di Piave";"COMUNE";"SI";"0270331498";"VEIC809006";"VEEE80904B";"Primaria - Silvio Trentin";"Via";"MAZZINI";"0";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027033";"San Dona` di Piave";"COMUNE";"SI";"0270331499";"VEIC82800G";"VEEE82801N";"Primaria - Giosu� Carducci";"Via";"ORCALLI";"0";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027033";"San Dona` di Piave";"COMUNE";"SI";"0270331500";"VEIC824008";"VEEE82401A";"Primaria - Enrico Fermi";"Via";"VERDI";"0";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027033";"San Dona` di Piave";"COMUNE";"SI";"0270331501";"VEIC824008";"VEEE82402B";"Primaria - Forte 48";"Via";"CARROZZANI";"29";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027033";"San Dona` di Piave";"COMUNE";"SI";"0270331502";"VEIC809006";"VEEE809018";"Primaria - XIII Martiri";"Via";"MUSSETTA SOPRA";"0";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027033";"San Dona` di Piave";"COMUNE";"SI";"0270331503";"VEIC809006";"VEAA809024";"Infanzia - Italo Calvino";"Via";"CITTANOVA";"0";"INFANZIA";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027033";"San Dona` di Piave";"COMUNE";"SI";"0270331507";"VEIC809006";"VEEE80903A";"Primaria - Giannino Ancillotto";"Via";"CENTENARIO";"0";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027033";"San Dona` di Piave";"COMUNE";"SI";"0270331508";"VEIC824008";"VEAA824015";"Infanzia - Ippolito Nievo";"Via";"IPPOLITO NIEVO";"0";"INFANZIA";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027033";"San Dona` di Piave";"COMUNE";"SI";"0270331509";"VEIC824008";"VEEE82403C";"Primaria - Marco Polo";"Via";"BOEMIA";"2";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027033";"San Dona` di Piave";"COMUNE";"SI";"0270331510";"VEIC82800G";"VEEE82802P";"Primaria - Marco Polo";"Via";"PASSARELLA";"70";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027033";"San Dona` di Piave";"COMUNE";"SI";"0270331511";"VEIC809006";"VEEE80905C";"Primaria - Leonardo Da Vinci";"Via";"GANDHI";"0";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027033";"San Dona` di Piave";"COMUNE";"SI";"0270331512";"VEIC82800G";"VEAA82802D";"Infanzia - Carlo Collodi";"Via";"San Pio X";"9/A";"INFANZIA";;;"1";"0";"1";"0";"0";"Comune"
"VE";"Venezia";"027033";"San Dona` di Piave";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0270333816";"VEPS04000Q";"VEPS04000Q";"LS - Galileo Galilei";"Via";"PERUGIA";"8";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Provincia"
"VE";"Venezia";"027033";"San Dona` di Piave";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0270333820";"VEPS04000Q";"VEPS04000Q";"LS - Galileo Galilei";"Via";"PERUGIA";"8";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Provincia"
"VE";"Venezia";"027033";"San Dona` di Piave";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0270333827";"VEIS021001";"VETL02101N";"ITG - Carlo Scarpa";"Via";"PERUGIA";"7";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Provincia"
"VE";"Venezia";"027033";"San Dona` di Piave";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0270333846";"VEPC06000T";"VEPC06000T";"LC - Eugenio Montale";"Viale";"LIBERTA`";"28";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027033";"San Dona` di Piave";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0270333847";"VETD030001";"VETD030001";"ITC - Leon Battista Alberti";"Via";"PERUGIA";"1";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Provincia"
"VE";"Venezia";"027033";"San Dona` di Piave";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0270333858";"VETD030001";"VETD030001";"ITC - Leon Battista Alberti";"Via";"Milano";"9";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Provincia"
"VE";"Venezia";"027033";"San Dona` di Piave";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0270333862";"VEPC06000T";"VEPC06000T";"LC - Eugenio Montale";"Via";"Milano";"9";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Provincia"
"VE";"Venezia";"027033";"San Dona` di Piave";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0270333862";"VETF060003";"VETF060003";"ITI - Vito Volterra";"Via";"Milano";"9";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Provincia"
"VE";"Venezia";"027033";"San Dona` di Piave";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0270333863";"VEPC06000T";"VEPC06000T";"LC - Eugenio Montale";"Via";"PRALUNGO";"10";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Regione"
"VE";"Venezia";"027033";"San Dona` di Piave";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0270363878";"VEIS021001";"VERI02102N";"IPIA - Enrico Mattei";"Via";"GIACOMO LEOPARDI";"14";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027034";"San Michele al Tagliamento";"COMUNE";"NO";"0270342705";;;;"Via";"Maja";"80";;;;"1";"1";"1";"0";"0";"Comune"
"VE";"Venezia";"027034";"San Michele al Tagliamento";"COMUNE";"SI";"0270342697";"VEIC832007";"VEEE83203B";"Primaria - Aristide Gabelli";"Via";"Maja";"80";"PRIMARIA";;;"1";"1";"1";"0";"0";"Comune"
"VE";"Venezia";"027034";"San Michele al Tagliamento";"COMUNE";"SI";"0270342698";"VEIC832007";"VEAA832014";"Infanzia - Carlo Lorenzini Collodi";"Via";"Auriga";"9";"INFANZIA";;;"1";"0";"1";"0";"0";"Comune"
"VE";"Venezia";"027034";"San Michele al Tagliamento";"COMUNE";"SI";"0270342699";"VEIC832007";"VEEE83204C";"Primaria - Giovanni Pascoli";"Via";"Giacomo Matteotti";"1";"PRIMARIA";;;"1";"0";"1";"1";"0";"Comune"
"VE";"Venezia";"027034";"San Michele al Tagliamento";"COMUNE";"SI";"0270342700";"VEIC832007";"VEMM832018";"Sec. I - Tito Livio";"Via";"Conciliazione";"122";"SECONDARIA PRIMO GRADO";"45.716596";"13.012496";"1";"1";"1";"1";"1";"Comune"
"VE";"Venezia";"027034";"San Michele al Tagliamento";"COMUNE";"SI";"0270342701";"VEIC832007";"VEMM832018";"Sec. I - Tito Livio";"Via";"Madonnetta";"1";"SECONDARIA PRIMO GRADO";"45.784582";"12.973145";"1";"0";"1";"0";"0";"Comune"
"VE";"Venezia";"027034";"San Michele al Tagliamento";"COMUNE";"SI";"0270342702";"VEIC832007";"VEEE832019";"Primaria - Guglielmo Marconi";"Via";"Nazionale";"27";"PRIMARIA";"45.784704";"12.972706";"1";"0";"1";"0";"0";"Comune"
"VE";"Venezia";"027034";"San Michele al Tagliamento";"COMUNE";"SI";"0270342703";"VEIC832007";"VEEE83202A";"Primaria - Zanetto Elti da Rodeano";"Via";"Giovanni Pascoli";"7";"PRIMARIA";"45.765350";"12.995947";"1";"0";"0";"1";"0";"Comune"
"VE";"Venezia";"027034";"San Michele al Tagliamento";"COMUNE";"SI";"0270342704";"VEIC832007";"VEIC832007";"IC - Tito Livio";"CORSO";"del Popolo";"39";"ISTITUTO COMPRENSIVO";"45.765451";"12.992801";"1";"1";"0";"1";"1";"Comune"
"VE";"Venezia";"027034";"San Michele al Tagliamento";"COMUNE";"SI";"0270342704";"VEIC832007";"VEMM832018";"Sec. I - Tito Livio";"CORSO";"del Popolo";"39";"SECONDARIA PRIMO GRADO";"45.765451";"12.992801";"1";"1";"0";"1";"1";"Comune"
"VE";"Venezia";"027035";"Santa Maria di Sala";"COMUNE";"SI";"0270350666";"VEIC82100R";"VEEE82101V";"Primaria - Carlo Gardan";"Via";"cavin caselle";"151";"PRIMARIA";"45.489211";"12.010686";"1";"0";"0";"1";"0";"Comune"
"VE";"Venezia";"027035";"Santa Maria di Sala";"COMUNE";"SI";"0270350667";"VEIC82100R";"VEIC82100R";"IC - Federico e Pasquale Cordenons";"Via";"Le Rimembranze";"4";"ISTITUTO COMPRENSIVO";"45.506498";"12.034792";"1";"0";"1";"0";"0";"Comune"
"VE";"Venezia";"027035";"Santa Maria di Sala";"COMUNE";"SI";"0270350667";"VEIC82100R";"VEMM82101T";"Sec. I - Federico e Pasquale Cordenons";"Via";"Le Rimembranze";"4";"SECONDARIA PRIMO GRADO";"45.506498";"12.034792";"1";"0";"1";"0";"0";"Comune"
"VE";"Venezia";"027035";"Santa Maria di Sala";"COMUNE";"SI";"0270350668";"VEIC82100R";"VEEE821064";"Primaria - Filippo Farsetti";"Via";"Le Rimembranze";;"PRIMARIA";"45.506560";"12.034344";"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027035";"Santa Maria di Sala";"COMUNE";"SI";"0270350669";"VEIC82100R";"VEEE82102X";"Primaria - Don Carlo Gnocchi";"Via";"Fracasso";"2";"PRIMARIA";"45.524982";"12.047710";"1";"0";"0";"1";"0";"Comune"
"VE";"Venezia";"027035";"Santa Maria di Sala";"COMUNE";"SI";"0270350670";"VEIC82100R";"VEEE821053";"Primaria - Papa Sarto";"Via";"Desman";"24";"PRIMARIA";"45.514605";"12.055322";"1";"0";"0";"1";"0";"Comune"
"VE";"Venezia";"027035";"Santa Maria di Sala";"COMUNE";"SI";"0270350671";"VEIC82100R";"VEEE821031";"Primaria - Enrico Fermi";"Via";"caltana";"29";"PRIMARIA";"45.478684";"12.031515";"1";"0";"1";"0";"0";"Comune"
"VE";"Venezia";"027035";"Santa Maria di Sala";"COMUNE";"SI";"0270350672";"VEIC82100R";"VEAA82101N";"Infanzia - Luigia e Rosetta Talamini";"Via";"Desman";"138";"INFANZIA";"45.521705";"12.016250";"1";"0";"0";"0";"0";"Ente religioso"
"VE";"Venezia";"027035";"Santa Maria di Sala";"COMUNE";"SI";"0270350673";"VEIC82100R";"VEEE821042";"Primaria - Giovanni Pascoli";"Via";"Desman";"140";"PRIMARIA";"45.521668";"12.016465";"1";"0";"1";"1";"0";"Comune"
"VE";"Venezia";"027036";"Santo Stino di Livenza";"COMUNE";"NO";"0270362524";;;;"CORSO";"CAVOUR";"1";;;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027036";"Santo Stino di Livenza";"COMUNE";"SI";"0270362437";"VEIC86300V";"VEEE863044";"Primaria - Edmondo De Amicis";"CORSO";"CAVOUR";"83";"PRIMARIA";"45.659670";"12.801483";"0";"0";"1";"0";"0";"Comune"
"VE";"Venezia";"027036";"Santo Stino di Livenza";"COMUNE";"SI";"0270362450";"VEIC86300V";"VEEE863044";"Primaria - Edmondo De Amicis";"CORSO";"CAVOUR";"83";"PRIMARIA";"45.65961";"12.801782";"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027036";"Santo Stino di Livenza";"COMUNE";"SI";"0270362451";"VEIC86300V";"VEAA86301Q";"Infanzia - Jean Piaget";"Via";"Papa Giovanni XXIII";"8/a";"INFANZIA";"45.727368";"12.677819";"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027036";"Santo Stino di Livenza";"COMUNE";"SI";"0270362454";"VEIC86300V";"VEEE863011";"Primaria - Don Michele Martina";"Via";"A. De Gasperi";"10";"PRIMARIA";"45.729362";"12.678737";"0";"0";"0";"1";"0";"Comune"
"VE";"Venezia";"027036";"Santo Stino di Livenza";"COMUNE";"SI";"0270362471";"VEIC86300V";"VEEE863011";"Primaria - Don Michele Martina";"Via";"A. De Gasperi";"10";"PRIMARIA";"45.729255";"12.679338";"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027036";"Santo Stino di Livenza";"COMUNE";"SI";"0270362471";"VEIC86300V";"VEIC86300V";"IC - Rita Levi Montalcini";"Via";"A. De Gasperi";"10";"ISTITUTO COMPRENSIVO";"45.729255";"12.679338";"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027036";"Santo Stino di Livenza";"COMUNE";"SI";"0270362502";"VEIC86300V";"VEEE863033";"Primaria - Silvio Pellico";"Piazza";"Cavalieri di Vittorio Veneto";"1";"PRIMARIA";"45.744854";"12.672769";"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027036";"Santo Stino di Livenza";"COMUNE";"SI";"0270362507";"VEIC86300V";"VEEE863022";"Primaria - Vittorino da Feltre";"Via";"Biverone";"35";"PRIMARIA";"45.695785";"12.709012";"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027036";"Santo Stino di Livenza";"COMUNE";"SI";"0270362511";"VEIC86300V";"VEIC86300V";"IC - Rita Levi Montalcini";"CORSO";"CAVOUR";"1";"ISTITUTO COMPRENSIVO";;;"0";"0";"0";"1";"0";"Comune"
"VE";"Venezia";"027036";"Santo Stino di Livenza";"COMUNE";"SI";"0270362513";"VEIC86300V";"VEAA86302R";"Infanzia - Albero Azzurro";"CORSO";"CAVOUR";"83/b";"INFANZIA";"45.659749";"12.800838";"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027036";"Santo Stino di Livenza";"COMUNE";"SI";"0270362525";"VEIC86300V";"VEMM86301X";"Sec. I - Giuseppe Toniolo";"Via";"Papa Giovanni XXIII";"9";"SECONDARIA PRIMO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027036";"Santo Stino di Livenza";"PROVINCIA-CITTA_METROPOLITANA";"SI";"0270363878";"VEIS021001";"VEIS021001";"IIS - Scarpa-Mattei";"Via";"GIACOMO LEOPARDI";"14";"SECONDARIA SECONDO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027037";"Scorze`";"COMUNE";"NO";"0270372122";;;;"Via";"Moglianese";"78";;;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027037";"Scorze`";"COMUNE";"SI";"0270372101";"VEIC83600E";"VEIC83600E";"IC - Galileo Galilei";"Via";"Venezia";"46";"ISTITUTO COMPRENSIVO";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027037";"Scorze`";"COMUNE";"SI";"0270372101";"VEIC83600E";"VEMM83601G";"Sec. I - Galileo Galilei";"Via";"Venezia";"46";"SECONDARIA PRIMO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027037";"Scorze`";"COMUNE";"SI";"0270372106";"VEIC83600E";"VEEE83602N";"Primaria - Ippolito Nievo";"Via";"Onaro";"1";"PRIMARIA";"45.591892";"12.110124";"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027037";"Scorze`";"COMUNE";"SI";"0270372115";"VEIC83500P";"VEEE83503V";"Primaria - Giuseppe Verdi";"Via";"Sbrojavacca";"4";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027037";"Scorze`";"COMUNE";"SI";"0270372116";"VEIC83600E";"VEAA83601B";"Infanzia - Gianni Rodari";"Viale";"Kennedy";"38";"INFANZIA";;;"1";"0";"1";"0";"1";"Comune"
"VE";"Venezia";"027037";"Scorze`";"COMUNE";"SI";"0270372117";"VEIC83500P";"VEIC83500P";"IC - Arturo martini";"Via";"VERDI";"1";"ISTITUTO COMPRENSIVO";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027037";"Scorze`";"COMUNE";"SI";"0270372117";"VEIC83500P";"VEMM83501Q";"Sec. I - Arturo Martini";"Via";"VERDI";"1";"SECONDARIA PRIMO GRADO";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027037";"Scorze`";"COMUNE";"SI";"0270372118";"VEIC83500P";"VEEE83501R";"Primaria - Giovanni Pascoli";"Via";"Moglianese Vecchia";"87";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027037";"Scorze`";"COMUNE";"SI";"0270372120";"VEIC83500P";"VEEE83502T";"Primaria - Alessandro Manzoni";"Via";"Moglianese";"78";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027037";"Scorze`";"COMUNE";"SI";"0270372130";"VEIC83600E";"VEEE83601L";"Primaria - Guglielmo Marconi";"Via";"Martiri della Resistenza";"14";"PRIMARIA";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027037";"Scorze`";"COMUNE";"SI";"0270372133";"VEIC83500P";"VEAA83501G";"Infanzia - Don Lorenzo Milani";"Via";"CANALETTO";"2";"INFANZIA";;;"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027038";"Spinea";"COMUNE";"SI";"0270382425";"VEIC861007";"VEMM861018";"Sec. I - Giambattista Vico";"Viale";"Sanremo";"1";"SECONDARIA PRIMO GRADO";"45.492093";"12.153973";"1";"1";"0";"0";"0";"Comune"
"VE";"Venezia";"027038";"Spinea";"COMUNE";"SI";"0270382428";"VEIC86000B";"VEAA86003A";"Infanzia - Carlo Collodi";"Via";"BELLINI";"23";"INFANZIA";"45.488035";"12.163015";"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027038";"Spinea";"COMUNE";"SI";"0270382428";"VEIC86000B";"VEEE86003G";"Primaria - Carlo Goldoni";"Via";"BELLINI";"23";"PRIMARIA";"45.488035";"12.163015";"1";"0";"0";"0";"0";"Comune"
"VE";"Venezia";"027038";"Spinea";"COMUNE";"SI";"0270382431";"VEIC86000B";"VEEE86001D";"Primaria - Ippolito Nievo";"Via";"Buonnarroti";"48";"PRIMARIA";"45.493772";"12.164619";"1";"1";"0";"1";"1";"Comune"
